sensor_feature,survey_item,correlation,p_value,p_adjusted,effect_size,n_samples,ci_lower,ci_upper,method,interpretation,significant,meaningful
phone_unlock_count_7d_trend,Q1_score,0.0318,0.8340740597348966,NaN,0.0318,46,-0.261,0.3191,spearman,negligible,false,0.0
phone_unlock_count_7d_trend,Q2_score,-0.0106,0.9444630939681292,NaN,0.0106,46,-0.2999,0.2806,spearman,negligible,false,0.0
phone_unlock_count_7d_trend,Q3_score,-0.0241,0.873718692313892,NaN,0.0241,46,-0.3122,0.2681,spearman,negligible,false,0.0
phone_unlock_count_7d_trend,Q4_score,0.009,0.952476707596789,NaN,0.009,46,-0.282,0.2986,spearman,negligible,false,0.0
phone_unlock_count_7d_trend,Q5_score,0.1255,0.405829322743805,NaN,0.1255,46,-0.171,0.4012,spearman,small,false,0.0
phone_unlock_count_7d_trend,Q6_score,0.1663,0.26920871888303205,NaN,0.1663,46,-0.1302,0.4356,spearman,small,false,0.0
phone_unlock_count_7d_trend,Q7_score,-0.1874,0.21238520047210785,NaN,0.1874,46,-0.453,0.1088,spearman,small,false,0.0
phone_unlock_count_7d_trend,Q8_score,0.0727,0.6313043324017789,NaN,0.0727,46,-0.2223,0.3555,spearman,negligible,false,0.0
phone_unlock_count_7d_trend,Q9_score,-0.0313,0.836411116244886,NaN,0.0313,46,-0.3187,0.2614,spearman,negligible,false,0.0
phone_screen_time_7d_mean,total_score,-0.1374,0.362441082575242,NaN,0.1374,46,-0.4113,0.1592,spearman,small,false,0.0
phone_screen_time_7d_mean,Q1_score,-0.0627,0.6789456387778753,NaN,0.0627,46,-0.3467,0.2318,spearman,negligible,false,0.0
phone_screen_time_7d_mean,Q2_score,-0.0172,0.9098679439126817,NaN,0.0172,46,-0.3059,0.2745,spearman,negligible,false,0.0
phone_screen_time_7d_mean,Q3_score,-0.0127,0.9329909243391007,NaN,0.0127,46,-0.3019,0.2786,spearman,negligible,false,0.0
phone_screen_time_7d_mean,Q4_score,-0.0649,0.6684938075897041,NaN,0.0649,46,-0.3486,0.2298,spearman,negligible,false,0.0
phone_screen_time_7d_mean,Q5_score,-0.0235,0.8768992776679407,NaN,0.0235,46,-0.3117,0.2686,spearman,negligible,false,0.0
phone_screen_time_7d_mean,Q6_score,-0.2151,0.1510862056759027,NaN,0.2151,46,-0.4757,0.0802,spearman,small,false,0.0
phone_screen_time_7d_mean,Q7_score,-0.2267,0.129847810558616,NaN,0.2267,46,-0.485,0.0681,spearman,small,false,0.0
phone_screen_time_7d_mean,Q8_score,-0.3231,0.028503455894030544,NaN,0.3231,46,-0.5608,-0.0362,spearman,medium,false,1.0
phone_screen_time_7d_mean,Q9_score,-0.1212,0.42251415973836515,NaN,0.1212,46,-0.3975,0.1753,spearman,small,false,0.0
phone_screen_time_7d_std,total_score,0.0521,0.7311792501976961,NaN,0.0521,46,-0.2419,0.3373,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q1_score,-0.0571,0.7060346223506129,NaN,0.0571,46,-0.3418,0.2371,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q2_score,0.068,0.6536308499947866,NaN,0.068,46,-0.2268,0.3513,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q3_score,0.0485,0.7488036176508372,NaN,0.0485,46,-0.2452,0.3341,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q4_score,0.0401,0.7913679432981564,NaN,0.0401,46,-0.2532,0.3266,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q5_score,0.1153,0.4453956490906269,NaN,0.1153,46,-0.181,0.3925,spearman,small,false,0.0
phone_screen_time_7d_std,Q6_score,-0.0884,0.5592200979340683,NaN,0.0884,46,-0.3692,0.2072,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q7_score,-0.0859,0.5703954623750394,NaN,0.0859,46,-0.367,0.2096,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q8_score,-0.0807,0.5937710000288312,NaN,0.0807,46,-0.3625,0.2146,spearman,negligible,false,0.0
phone_screen_time_7d_std,Q9_score,0.0313,0.836411116244886,NaN,0.0313,46,-0.2614,0.3187,spearman,negligible,false,0.0
phone_screen_time_7d_min,total_score,-0.2228,0.13668832987990287,NaN,0.2228,46,-0.4819,0.0722,spearman,small,false,0.0
phone_screen_time_7d_min,Q1_score,-0.0563,0.7100301722825444,NaN,0.0563,46,-0.341,0.2379,spearman,negligible,false,0.0
phone_screen_time_7d_min,Q2_score,-0.0816,0.589936323000373,NaN,0.0816,46,-0.3633,0.2138,spearman,negligible,false,0.0
phone_screen_time_7d_min,Q3_score,-0.1316,0.3832713317145712,NaN,0.1316,46,-0.4064,0.165,spearman,small,false,0.0
phone_screen_time_7d_min,Q4_score,-0.1801,0.23100811441144062,NaN,0.1801,46,-0.447,0.1163,spearman,small,false,0.0
phone_screen_time_7d_min,Q5_score,-0.0966,0.5229069438037866,NaN,0.0966,46,-0.3764,0.1993,spearman,negligible,false,0.0
phone_screen_time_7d_min,Q6_score,-0.2087,0.16388871856923812,NaN,0.2087,46,-0.4705,0.0868,spearman,small,false,0.0
phone_screen_time_7d_min,Q7_score,-0.1821,0.22579219782723403,NaN,0.1821,46,-0.4487,0.1142,spearman,small,false,0.0
phone_screen_time_7d_min,Q8_score,-0.2785,0.06095347077273182,NaN,0.2785,46,-0.5262,0.0129,spearman,small,false,0.0
phone_screen_time_7d_min,Q9_score,-0.109,0.47069382046759245,NaN,0.109,46,-0.3871,0.1872,spearman,small,false,0.0
phone_screen_time_7d_max,total_score,-0.1073,0.47797117958850166,NaN,0.1073,46,-0.3856,0.1889,spearman,small,false,0.0
phone_screen_time_7d_max,Q1_score,-0.1067,0.4803352300752648,NaN,0.1067,46,-0.3851,0.1895,spearman,small,false,0.0
phone_screen_time_7d_max,Q2_score,-0.0006,0.9967090717183702,NaN,0.0006,46,-0.2909,0.2897,spearman,negligible,false,0.0
phone_screen_time_7d_max,Q3_score,-0.0495,0.7441283312045675,NaN,0.0495,46,-0.3349,0.2444,spearman,negligible,false,0.0
phone_screen_time_7d_max,Q4_score,-0.0256,0.8657156868962406,NaN,0.0256,46,-0.3136,0.2666,spearman,negligible,false,0.0
phone_screen_time_7d_max,Q5_score,0.0418,0.7825798637372141,NaN,0.0418,46,-0.2515,0.3281,spearman,negligible,false,0.0
phone_screen_time_7d_max,Q6_score,-0.2307,0.12288466983732865,NaN,0.2307,46,-0.4883,0.0638,spearman,small,false,0.0
phone_screen_time_7d_max,Q7_score,-0.212,0.15720614676884756,NaN,0.212,46,-0.4732,0.0834,spearman,small,false,0.0
phone_screen_time_7d_max,Q8_score,-0.2182,0.14525113791510555,NaN,0.2182,46,-0.4782,0.077,spearman,small,false,0.0
phone_screen_time_7d_max,Q9_score,-0.0379,0.8027341606937504,NaN,0.0379,46,-0.3246,0.2552,spearman,negligible,false,0.0
phone_screen_time_7d_trend,total_score,0.0066,0.9650753542769489,NaN,0.0066,46,-0.2842,0.2964,spearman,negligible,false,0.0
phone_screen_time_7d_trend,Q1_score,0.0091,0.9519295073382368,NaN,0.0091,46,-0.2819,0.2986,spearman,negligible,false,0.0
phone_screen_time_7d_trend,Q2_score,-0.0248,0.8700196758394408,NaN,0.0248,46,-0.3129,0.2674,spearman,negligible,false,0.0
phone_screen_time_7d_trend,Q3_score,0.0268,0.8598591238771119,NaN,0.0268,46,-0.2656,0.3146,spearman,negligible,false,0.0
phone_screen_time_7d_trend,Q4_score,-0.0037,0.9806294303671572,NaN,0.0037,46,-0.2937,0.2869,spearman,negligible,false,0.0
phone_screen_time_7d_trend,Q5_score,0.0637,0.6738423747475565,NaN,0.0637,46,-0.2308,0.3476,spearman,negligible,false,0.0
phone_screen_time_7d_trend,Q6_score,0.1839,0.22124890754213444,NaN,0.1839,46,-0.1124,0.4501,spearman,small,false,0.0
phone_screen_time_7d_trend,Q7_score,-0.1284,0.3950087350399857,NaN,0.1284,46,-0.4037,0.1681,spearman,small,false,0.0
phone_screen_time_7d_trend,Q8_score,-0.0079,0.9584342659404588,NaN,0.0079,46,-0.2975,0.283,spearman,negligible,false,0.0
phone_screen_time_7d_trend,Q9_score,-0.161,0.28500559376991297,NaN,0.161,46,-0.4312,0.1356,spearman,small,false,0.0
phone_session_duration_mean_7d_mean,total_score,0.0497,0.7429289491030191,NaN,0.0497,46,-0.2441,0.3352,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q1_score,-0.0483,0.750054265761507,NaN,0.0483,46,-0.3339,0.2455,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q2_score,-0.0008,0.9959777597597289,NaN,0.0008,46,-0.291,0.2896,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q3_score,0.0605,0.6897525975672288,NaN,0.0605,46,-0.2339,0.3447,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q4_score,-0.008,0.958103760953616,NaN,0.008,46,-0.2976,0.283,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q5_score,0.1286,0.3941919098391966,NaN,0.1286,46,-0.1679,0.4039,spearman,small,false,0.0
phone_session_duration_mean_7d_mean,Q6_score,-0.0415,0.7842001485409184,NaN,0.0415,46,-0.3278,0.2518,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q7_score,0.0773,0.6095723996060016,NaN,0.0773,46,-0.2179,0.3595,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q8_score,0.007,0.9629489525116309,NaN,0.007,46,-0.2838,0.2967,spearman,negligible,false,0.0
phone_session_duration_mean_7d_mean,Q9_score,-0.0419,0.7821802517883528,NaN,0.0419,46,-0.3282,0.2515,spearman,negligible,false,0.0
phone_session_duration_mean_7d_std,total_score,0.1063,0.4820772734458256,NaN,0.1063,46,-0.1899,0.3847,spearman,small,false,0.0
phone_session_duration_mean_7d_std,Q1_score,-0.0789,0.6020331202838172,NaN,0.0789,46,-0.361,0.2163,spearman,negligible,false,0.0
phone_session_duration_mean_7d_std,Q2_score,0.0003,0.9985373619952187,NaN,0.0003,46,-0.29,0.2906,spearman,negligible,false,0.0
phone_session_duration_mean_7d_std,Q3_score,0.0647,0.6693752532151924,NaN,0.0647,46,-0.2299,0.3484,spearman,negligible,false,0.0
phone_session_duration_mean_7d_std,Q4_score,0.0894,0.5548431040930386,NaN,0.0894,46,-0.2063,0.3701,spearman,negligible,false,0.0
phone_session_duration_mean_7d_std,Q5_score,0.1242,0.41069328300449404,NaN,0.1242,46,-0.1723,0.4001,spearman,small,false,0.0
phone_session_duration_mean_7d_std,Q6_score,0.1003,0.5070860993309136,NaN,0.1003,46,-0.1957,0.3796,spearman,small,false,0.0
phone_session_duration_mean_7d_std,Q7_score,0.1674,0.26614414065993675,NaN,0.1674,46,-0.1292,0.4365,spearman,small,false,0.0
phone_session_duration_mean_7d_std,Q8_score,0.2221,0.1379248109345574,NaN,0.2221,46,-0.0729,0.4814,spearman,small,false,0.0
phone_session_duration_mean_7d_std,Q9_score,-0.0091,0.9522080869818141,NaN,0.0091,46,-0.2986,0.282,spearman,negligible,false,0.0
phone_session_duration_mean_7d_min,total_score,-0.0704,0.6419118595838591,NaN,0.0704,46,-0.3535,0.2245,spearman,negligible,false,0.0
phone_session_duration_mean_7d_min,Q1_score,-0.0647,0.6691320778367855,NaN,0.0647,46,-0.3485,0.2299,spearman,negligible,false,0.0
phone_session_duration_mean_7d_min,Q2_score,0.0049,0.9744080591032259,NaN,0.0049,46,-0.2858,0.2947,spearman,negligible,false,0.0
phone_session_duration_mean_7d_min,Q3_score,-0.0607,0.6884521331028448,NaN,0.0607,46,-0.345,0.2337,spearman,negligible,false,0.0
phone_session_duration_mean_7d_min,Q4_score,-0.1121,0.45822588419377264,NaN,0.1121,46,-0.3897,0.1842,spearman,small,false,0.0
phone_session_duration_mean_7d_min,Q5_score,0.0143,0.924609676674915,NaN,0.0143,46,-0.2771,0.3034,spearman,negligible,false,0.0
phone_session_duration_mean_7d_min,Q6_score,-0.162,0.2820976845112811,NaN,0.162,46,-0.432,0.1346,spearman,small,false,0.0
phone_session_duration_mean_7d_min,Q7_score,-0.063,0.6776348428797061,NaN,0.063,46,-0.3469,0.2316,spearman,negligible,false,0.0
phone_session_duration_mean_7d_min,Q8_score,-0.1769,0.23947809702613268,NaN,0.1769,46,-0.4444,0.1195,spearman,small,false,0.0
phone_session_duration_mean_7d_min,Q9_score,-0.0651,0.6672127815856421,NaN,0.0651,46,-0.3488,0.2295,spearman,negligible,false,0.0
phone_session_duration_mean_7d_max,total_score,0.0768,0.6119105424397495,NaN,0.0768,46,-0.2184,0.3591,spearman,negligible,false,0.0
phone_session_duration_mean_7d_max,Q1_score,-0.0814,0.590520961121412,NaN,0.0814,46,-0.3632,0.2139,spearman,negligible,false,0.0
phone_session_duration_mean_7d_max,Q2_score,-0.0149,0.9218697718659172,NaN,0.0149,46,-0.3039,0.2766,spearman,negligible,false,0.0
phone_session_duration_mean_7d_max,Q3_score,0.0671,0.6575151105643188,NaN,0.0671,46,-0.2276,0.3506,spearman,negligible,false,0.0
phone_session_duration_mean_7d_max,Q4_score,0.0801,0.5966200273521031,NaN,0.0801,46,-0.2152,0.362,spearman,negligible,false,0.0
phone_session_duration_mean_7d_max,Q5_score,0.1327,0.3793094525814137,NaN,0.1327,46,-0.1639,0.4073,spearman,small,false,0.0
phone_session_duration_mean_7d_max,Q6_score,0.0137,0.9282448231173233,NaN,0.0137,46,-0.2777,0.3028,spearman,negligible,false,0.0
phone_session_duration_mean_7d_max,Q7_score,0.2127,0.15592295307334833,NaN,0.2127,46,-0.0827,0.4737,spearman,small,false,0.0
phone_session_duration_mean_7d_max,Q8_score,0.1591,0.2910167501109825,NaN,0.1591,46,-0.1376,0.4295,spearman,small,false,0.0
phone_session_duration_mean_7d_max,Q9_score,-0.0788,0.602904609853385,NaN,0.0788,46,-0.3608,0.2165,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,total_score,0.0188,0.9013149316359336,NaN,0.0188,46,-0.273,0.3074,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,Q1_score,-0.0993,0.5113745990182351,NaN,0.0993,46,-0.3787,0.1966,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,Q2_score,-0.0051,0.9733116485219797,NaN,0.0051,46,-0.2949,0.2856,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,Q3_score,0.1779,0.23678781095824133,NaN,0.1779,46,-0.1185,0.4452,spearman,small,false,0.0
phone_session_duration_mean_7d_trend,Q4_score,0.0985,0.5150743047741891,NaN,0.0985,46,-0.1975,0.378,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,Q5_score,0.0046,0.9757869407358066,NaN,0.0046,46,-0.2861,0.2945,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,Q6_score,0.0293,0.8468556568148647,NaN,0.0293,46,-0.2633,0.3169,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,Q7_score,-0.0431,0.776012688712485,NaN,0.0431,46,-0.3293,0.2503,spearman,negligible,false,0.0
phone_session_duration_mean_7d_trend,Q8_score,-0.2589,0.08235692352487418,NaN,0.2589,46,-0.5108,0.034,spearman,small,false,0.0
phone_session_duration_mean_7d_trend,Q9_score,-0.1212,0.42251415973836515,NaN,0.1212,46,-0.3975,0.1753,spearman,small,false,0.0
phone_session_duration_std_7d_mean,total_score,-0.1748,0.2453564607261558,NaN,0.1748,46,-0.4426,0.1217,spearman,small,false,0.0
phone_session_duration_std_7d_mean,Q1_score,-0.0552,0.7153695507427407,NaN,0.0552,46,-0.3401,0.2389,spearman,negligible,false,0.0
phone_session_duration_std_7d_mean,Q2_score,-0.0212,0.888823464192636,NaN,0.0212,46,-0.3096,0.2708,spearman,negligible,false,0.0
phone_session_duration_std_7d_mean,Q3_score,-0.0359,0.8127294802518639,NaN,0.0359,46,-0.3228,0.2571,spearman,negligible,false,0.0
phone_session_duration_std_7d_mean,Q4_score,-0.0785,0.6040242517241816,NaN,0.0785,46,-0.3606,0.2167,spearman,negligible,false,0.0
phone_session_duration_std_7d_mean,Q5_score,-0.0953,0.5287719257854558,NaN,0.0953,46,-0.3752,0.2006,spearman,negligible,false,0.0
phone_session_duration_std_7d_mean,Q6_score,-0.1809,0.22897875997025996,NaN,0.1809,46,-0.4477,0.1155,spearman,small,false,0.0
phone_session_duration_std_7d_mean,Q7_score,-0.2158,0.149759854902521,NaN,0.2158,46,-0.4763,0.0795,spearman,small,false,0.0
phone_session_duration_std_7d_mean,Q8_score,-0.2534,0.0893162727681942,NaN,0.2534,46,-0.5064,0.0399,spearman,small,false,0.0
phone_session_duration_std_7d_mean,Q9_score,-0.0803,0.595928466155343,NaN,0.0803,46,-0.3621,0.215,spearman,negligible,false,0.0
phone_session_duration_std_7d_std,total_score,0.0839,0.5794245758316776,NaN,0.0839,46,-0.2116,0.3653,spearman,negligible,false,0.0
phone_session_duration_std_7d_std,Q1_score,0.0003,0.9985748569127805,NaN,0.0003,46,-0.2901,0.2905,spearman,negligible,false,0.0
phone_session_duration_std_7d_std,Q2_score,0.1067,0.4802199430857308,NaN,0.1067,46,-0.1894,0.3851,spearman,small,false,0.0
phone_session_duration_std_7d_std,Q3_score,0.1823,0.22519207686375362,NaN,0.1823,46,-0.114,0.4489,spearman,small,false,0.0
phone_session_duration_std_7d_std,Q4_score,0.0397,0.7934117887508403,NaN,0.0397,46,-0.2535,0.3262,spearman,negligible,false,0.0
phone_session_duration_std_7d_std,Q5_score,0.1161,0.44244363129037656,NaN,0.1161,46,-0.1803,0.3931,spearman,small,false,0.0
phone_session_duration_std_7d_std,Q6_score,0.0339,0.8230536210496484,NaN,0.0339,46,-0.259,0.321,spearman,negligible,false,0.0
phone_session_duration_std_7d_std,Q7_score,-0.0418,0.7825231950074474,NaN,0.0418,46,-0.3281,0.2515,spearman,negligible,false,0.0
phone_session_duration_std_7d_std,Q8_score,0.0368,0.808359675471105,NaN,0.0368,46,-0.2563,0.3236,spearman,negligible,false,0.0
phone_session_duration_std_7d_std,Q9_score,-0.0813,0.5912975369505891,NaN,0.0813,46,-0.363,0.2141,spearman,negligible,false,0.0
phone_session_duration_std_7d_min,total_score,-0.268,0.07175369348982621,NaN,0.268,46,-0.518,0.0242,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q1_score,-0.0735,0.6275268765216897,NaN,0.0735,46,-0.3562,0.2216,spearman,negligible,false,0.0
phone_session_duration_std_7d_min,Q2_score,-0.1229,0.4159660384730913,NaN,0.1229,46,-0.3989,0.1736,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q3_score,-0.15,0.31978309002530114,NaN,0.15,46,-0.4219,0.1467,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q4_score,-0.201,0.18038940086235236,NaN,0.201,46,-0.4642,0.0948,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q5_score,-0.1939,0.19662883912774343,NaN,0.1939,46,-0.4584,0.1021,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q6_score,-0.226,0.13096206195404747,NaN,0.226,46,-0.4845,0.0688,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q7_score,-0.1637,0.2769831715686966,NaN,0.1637,46,-0.4334,0.1329,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q8_score,-0.2751,0.06431223615355999,NaN,0.2751,46,-0.5235,0.0166,spearman,small,false,0.0
phone_session_duration_std_7d_min,Q9_score,-0.1151,0.44619012634950694,NaN,0.1151,46,-0.3923,0.1812,spearman,small,false,0.0
phone_session_duration_std_7d_max,total_score,-0.107,0.47899596894240826,NaN,0.107,46,-0.3853,0.1892,spearman,small,false,0.0
phone_session_duration_std_7d_max,Q1_score,-0.0559,0.7120308450581228,NaN,0.0559,46,-0.3407,0.2382,spearman,negligible,false,0.0
phone_session_duration_std_7d_max,Q2_score,-0.0189,0.9007887081633802,NaN,0.0189,46,-0.3075,0.2729,spearman,negligible,false,0.0
phone_session_duration_std_7d_max,Q3_score,0.0761,0.6152718679935425,NaN,0.0761,46,-0.2191,0.3585,spearman,negligible,false,0.0
phone_session_duration_std_7d_max,Q4_score,-0.071,0.6390903994850805,NaN,0.071,46,-0.354,0.2239,spearman,negligible,false,0.0
phone_session_duration_std_7d_max,Q5_score,-0.0231,0.8790118547815721,NaN,0.0231,46,-0.3113,0.269,spearman,negligible,false,0.0
phone_session_duration_std_7d_max,Q6_score,-0.1024,0.49845252085544167,NaN,0.1024,46,-0.3813,0.1937,spearman,small,false,0.0
phone_session_duration_std_7d_max,Q7_score,-0.2059,0.16985950453208742,NaN,0.2059,46,-0.4682,0.0898,spearman,small,false,0.0
phone_session_duration_std_7d_max,Q8_score,-0.1087,0.47194226549308893,NaN,0.1087,46,-0.3868,0.1875,spearman,small,false,0.0
phone_session_duration_std_7d_max,Q9_score,-0.1242,0.4109211207051101,NaN,0.1242,46,-0.4001,0.1723,spearman,small,false,0.0
phone_session_duration_std_7d_trend,total_score,0.0277,0.8548369439017396,NaN,0.0277,46,-0.2647,0.3155,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q1_score,0.0045,0.9764884130522935,NaN,0.0045,46,-0.2862,0.2944,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q2_score,-0.0854,0.572572482658065,NaN,0.0854,46,-0.3666,0.2101,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q3_score,0.0997,0.5096957424188138,NaN,0.0997,46,-0.1963,0.379,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q4_score,-0.0325,0.8304227137644685,NaN,0.0325,46,-0.3197,0.2603,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q5_score,-0.0682,0.6523963566888458,NaN,0.0682,46,-0.3515,0.2266,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q6_score,-0.0397,0.7931772287315336,NaN,0.0397,46,-0.3263,0.2535,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q7_score,0.27,0.06958948294110279,NaN,0.27,46,-0.022,0.5196,spearman,small,false,0.0
phone_session_duration_std_7d_trend,Q8_score,0.0483,0.7500623427214789,NaN,0.0483,46,-0.2455,0.3339,spearman,negligible,false,0.0
phone_session_duration_std_7d_trend,Q9_score,-0.1888,0.2088944668557458,NaN,0.1888,46,-0.4542,0.1074,spearman,small,false,0.0
phone_night_usage_ratio_7d_mean,total_score,-0.2333,0.11870566786105692,NaN,0.2333,46,-0.4904,0.0612,spearman,small,false,0.0
phone_night_usage_ratio_7d_mean,Q1_score,-0.3023,0.0411676644104512,NaN,0.3023,46,-0.5448,-0.0131,spearman,medium,false,1.0
phone_night_usage_ratio_7d_mean,Q2_score,-0.2048,0.17222596045739905,NaN,0.2048,46,-0.4673,0.0909,spearman,small,false,0.0
phone_night_usage_ratio_7d_mean,Q3_score,-0.1575,0.29582630251469166,NaN,0.1575,46,-0.4282,0.1392,spearman,small,false,0.0
phone_night_usage_ratio_7d_mean,Q4_score,-0.0815,0.5904804997330729,NaN,0.0815,46,-0.3632,0.2139,spearman,negligible,false,0.0
phone_night_usage_ratio_7d_mean,Q5_score,-0.1678,0.2651093635622671,NaN,0.1678,46,-0.4368,0.1288,spearman,small,false,0.0
phone_night_usage_ratio_7d_mean,Q6_score,-0.2932,0.047956310305314206,NaN,0.2932,46,-0.5378,-0.0032,spearman,small,false,0.0
